RR,TE_diamond,id,studlab,treat1,treat2,CI_lower,CI_upper,CI_lower_diamond,CI_upper_diamond,Predict_lo,Predict_up,WEIGHT,tau2,I2
2.145348837,1.179580947,14,Flystrom_2008,CICLO,MTX,0.716024076,6.427886694,0.475459514,2.926455716,0.000187041,7439.072376,1.746124548,0.25923178,0.5655599
0.823529412,1.179580947,14,Heydendael_2003,CICLO,MTX,0.465381437,1.457300696,0.475459514,2.926455716,0.000187041,7439.072376,2.906728863,0.25923178,0.5655599
13.98648649,13.98648649,15,Papp_2018,DEUCRAVA,PBO,1.994021783,98.10414606,1.994021783,98.10414606,,,1.012385497,,
0.108695652,0.108695652,16,PIECE_2016,ETA,IFX,0.01506634,0.784181468,0.01506634,0.784181468,,,0.983746792,,
0.287101725,0.335043431,17,UNCOVER-2_2015,ETA,IXE,0.229809686,0.35867679,0.251543884,0.446260503,0.017620794,6.370547393,22.10658077,0.032338184,0.753730284
0.384816754,0.335043431,17,UNCOVER-3_2015,ETA,IXE,0.322115082,0.45972369,0.251543884,0.446260503,0.017620794,6.370547393,24.64694881,0.032338184,0.753730284
34.71428571,11.66838443,18,Bachelez_2015,ETA,PBO,4.904269225,245.7209377,8.134690429,16.73710836,7.840101498,17.36599905,1.002985075,0,0
15,11.66838443,18,Bagel 2012,ETA,PBO,2.043474578,110.1065814,8.134690429,16.73710836,7.840101498,17.36599905,0.966735967,0,0
31.36363636,11.66838443,18,CIMPACT_2018,ETA,PBO,1.964141278,500.8181931,8.134690429,16.73710836,7.840101498,17.36599905,0.500438141,0,0
13.4,11.66838443,18,FIXTURE_2014,ETA,PBO,5.472178648,32.81325621,8.134690429,16.73710836,7.840101498,17.36599905,4.78949215,0,0
15.91489362,11.66838443,18,Gottlieb_2011,ETA,PBO,2.223259453,113.9245528,8.134690429,16.73710836,7.840101498,17.36599905,0.991566775,0,0
5.734939759,11.66838443,18,LIBERATE_2017,ETA,PBO,1.745908179,18.83806631,8.134690429,16.73710836,7.840101498,17.36599905,2.715886437,0,0
20,11.66838443,18,Leonardi_2003,ETA,PBO,2.793321759,143.1986841,8.134690429,16.73710836,7.840101498,17.36599905,0.991345397,0,0
29.57248157,11.66838443,18,Papp_2005,ETA,PBO,4.126809046,211.9147401,8.134690429,16.73710836,7.840101498,17.36599905,0.990500909,0,0
16.69648562,11.66838443,18,ReSURFACE-2_2017,ETA,PBO,4.145156799,67.25261448,8.134690429,16.73710836,7.840101498,17.36599905,1.97894314,0,0
4.661870504,11.66838443,18,Strober_2011,ETA,PBO,1.463846714,14.84652483,8.134690429,16.73710836,7.840101498,17.36599905,2.862973205,0,0
16.14549839,11.66838443,18,Tyring_2006,ETA,PBO,5.955437789,43.77127721,8.134690429,16.73710836,7.840101498,17.36599905,3.862003876,0,0
31.44134078,11.66838443,18,UNCOVER-2_2015,ETA,PBO,4.402237631,224.5580528,8.134690429,16.73710836,7.840101498,17.36599905,0.993858258,0,0
8.252181501,11.66838443,18,UNCOVER-3_2015,ETA,PBO,3.6861162,18.47432252,8.134690429,16.73710836,7.840101498,17.36599905,5.914653906,0,0
6.229166667,11.66838443,18,Vandekerkhof_2008,ETA,PBO,0.840202584,46.18233517,8.134690429,16.73710836,7.840101498,17.36599905,0.957150955,0,0
0.430804625,0.430804625,19,FIXTURE_2014,ETA,SECU,0.342969374,0.541134687,0.342969374,0.541134687,,,73.88817862,,
0.568075694,0.568075694,20,ReSURFACE-2_2017,ETA,TILDRA,0.449039379,0.71866747,0.449039379,0.71866747,,,69.47492044,,
0.554910987,0.554910987,21,ACCEPT_2010,ETA,USK,0.447098599,0.688721021,0.447098599,0.688721021,,,82.31401958,,
0.5,0.5,22,Fallaharani_2011,FUM,MTX,0.047851477,5.224499169,0.047851477,5.224499169,,,0.697674419,,
4.469964664,4.469964664,23,BRIDGE_2017,FUM,PBO,2.007804726,9.95145785,2.007804726,9.95145785,,,5.997202384,,
0.773300773,0.773300773,24,IXORA-R_2020,GUSEL,IXE,0.704520169,0.848796262,0.704520169,0.848796262,,,442.7107769,,
19.58653846,27.76493388,25,Gordon_2015_X-PLORE,GUSEL,PBO,2.80920875,136.5624712,16.21204487,47.55054402,12.95687519,59.49671829,1.018649369,0,0
25.08,27.76493388,25,ORION_2020 ,GUSEL,PBO,1.630733677,385.719881,16.21204487,47.55054402,12.95687519,59.49671829,0.514285152,0,0
90.85214007,27.76493388,25,Ohtsuki_2018,GUSEL,PBO,5.731159384,1440.216683,16.21204487,47.55054402,12.95687519,59.49671829,0.503077894,0,0
25.49179331,27.76493388,25,VOYAGE-1_2016,GUSEL,PBO,10.71940111,60.62199927,16.21204487,47.55054402,12.95687519,59.49671829,5.118683393,0,0
28.91666667,27.76493388,25,VOYAGE-2_2017,GUSEL,PBO,13.0907226,63.87528301,16.21204487,47.55054402,12.95687519,59.49671829,6.116203313,0,0
0.908388172,0.908388172,26,ECLIPSE_2019,GUSEL,SECU,0.843073677,0.978762704,0.843073677,0.978762704,,,689.9466683,,
85.58851675,42.5525808,27,EXPRESS-II_2007,IFX,PBO,12.08620533,606.0954615,16.04605125,112.8453414,10.68864473,169.4061482,1.00253302,0,0
44,42.5525808,27,EXPRESS_2005,IFX,PBO,6.262240333,309.1545353,16.04605125,112.8453414,10.68864473,169.4061482,1.010606639,0,0
26.27272727,42.5525808,27,Gottlieb_2004a,IFX,PBO,3.755340521,183.8065535,16.04605125,112.8453414,10.68864473,169.4061482,1.015078408,0,0
21.42253521,42.5525808,27,Torii_2010,IFX,PBO,1.366461783,335.8491403,16.04605125,112.8453414,10.68864473,169.4061482,0.507142857,0,0
52.23076923,42.5525808,27,Yang_2012,IFX,PBO,3.297029488,827.4276175,16.04605125,112.8453414,10.68864473,169.4061482,0.50332035,0,0
27.38095238,46.33204518,28,Leonardi_2012,IXE,PBO,1.745870073,429.4228791,19.34511923,110.9664089,5.225308997,410.8194199,0.418128332,0.41924058,0.416072742
34.82285714,46.33204518,28,NCT03364309,IXE,PBO,8.838828865,137.193671,19.34511923,110.9664089,5.225308997,410.8194199,1.100558093,0.41924058,0.416072742
145.9919075,46.33204518,28,UNCOVER-1_2016,IXE,PBO,36.60197766,582.3083456,19.34511923,110.9664089,5.225308997,410.8194199,1.089952933,0.41924058,0.416072742
109.512894,46.33204518,28,UNCOVER-2_2015,IXE,PBO,15.50508951,773.4927257,19.34511923,110.9664089,5.225308997,410.8194199,0.707186903,0.41924058,0.416072742
21.44444445,46.33204518,28,UNCOVER-3_2015,IXE,PBO,9.740276937,47.21264093,19.34511923,110.9664089,5.225308997,410.8194199,1.720061953,0.41924058,0.416072742
1.407412965,1.407412965,29,IXORA-S_2017  ,IXE,USK,1.214197342,1.631375054,1.214197342,1.631375054,,,176.1617374,,
2.692307692,5.806419354,30,Hunter_1963,MTX,PBO,0.1171305,61.88414395,0.724605559,46.52808044,8.03E-06,4199291.133,0.390893471,0,0
10.63934426,5.806419354,30,METOP_2017,MTX,PBO,0.658256069,171.9629361,0.724605559,46.52808044,8.03E-06,4199291.133,0.496086179,0,0
3.652173913,9.512217954,31,NCT02762994,NETA,PBO,1.627446003,8.195893605,0.808969566,111.8488188,1.00E-10,7.72684E+11,0.400394779,2.327452248,0.683820964
49.61946903,9.512217954,31,PLANETA_2021,NETA,PBO,3.142222978,783.5509205,0.808969566,111.8488188,1.00E-10,7.72684E+11,0.232036724,2.327452248,0.683820964
0.061188811,0.044417759,32,Blauvelt_2021,PBO,RISAN,0.015596446,0.240059218,0.025442741,0.077544213,0.020172264,0.097804457,2.055934002,0,0
0.027315436,0.044417759,32,IMMhance_2020,PBO,RISAN,0.006918643,0.10784385,0.025442741,0.077544213,0.020172264,0.097804457,2.037080146,0,0
0.022920893,0.044417759,32,SustaIMM_2019,PBO,RISAN,0.003274532,0.16044043,0.025442741,0.077544213,0.020172264,0.097804457,1.014534455,0,0
0.065074065,0.044417759,32,UltIMMa-1_2018  ,PBO,RISAN,0.027614457,0.153348441,0.025442741,0.077544213,0.020172264,0.097804457,5.22811803,0,0
0.027272727,0.044417759,32,UltIMMa-2_2018  ,PBO,RISAN,0.006907426,0.107681452,0.025442741,0.077544213,0.020172264,0.097804457,2.036908736,0,0
0.020551883,0.041648599,33,ALLURE_2021,PBO,SECU,0.002926109,0.144348663,0.026904584,0.0644725,0.017988398,0.096429141,0.913605807,0.105437403,0
0.03764922,0.041648599,33,CARIMA_2019,PBO,SECU,0.002344494,0.604592719,0.026904584,0.0644725,0.017988398,0.096429141,0.473520066,0.105437403,0
0.020489642,0.041648599,33,Cai_2020,PBO,SECU,0.005170708,0.081193025,0.026904584,0.0644725,0.017988398,0.096429141,1.669535915,0.105437403,0
0.024697581,0.041648599,33,ERASURE_2014,PBO,SECU,0.007991353,0.076328813,0.026904584,0.0644725,0.017988398,0.096429141,2.289040177,0.105437403,0
0.015681863,0.041648599,33,FEATURE_2015,PBO,SECU,0.000987367,0.24906735,0.026904584,0.0644725,0.017988398,0.096429141,0.477112919,0.105437403,0
0.032149599,0.041648599,33,FIXTURE_2014,PBO,SECU,0.013422491,0.077004833,0.026904584,0.0644725,0.017988398,0.096429141,3.288976069,0.105437403,0
0.017179215,0.041648599,33,JUNCTURE_2015,PBO,SECU,0.001079844,0.27330381,0.026904584,0.0644725,0.017988398,0.096429141,0.476567625,0.105437403,0
0.032411537,0.041648599,33,NCT03055494 ObePso-S,PBO,SECU,0.002055006,0.511194401,0.026904584,0.0644725,0.017988398,0.096429141,0.479409514,0.105437403,0
0.085889571,0.041648599,33,NCT03535194,PBO,SECU,0.041827567,0.176367379,0.026904584,0.0644725,0.017988398,0.096429141,4.163174522,0.105437403,0
0.071929825,0.041648599,33,NCT03589885 MATURE,PBO,SECU,0.018491199,0.279803357,0.026904584,0.0644725,0.017988398,0.096429141,1.707107646,0.105437403,0
0.234090909,0.041648599,33,Papp_2013a,PBO,SECU,0.033142354,1.65342976,0.026904584,0.0644725,0.017988398,0.096429141,0.90886442,0.105437403,0
0.014768806,0.041648599,33,Papp_2021,PBO,SECU,0.000929398,0.234686918,0.026904584,0.0644725,0.017988398,0.096429141,0.476943661,0.105437403,0
0.10140056,0.041648599,33,Reich_2015,PBO,SECU,0.006720916,1.529862005,0.026904584,0.0644725,0.017988398,0.096429141,0.494393822,0.105437403,0
0.068902065,0.041648599,33,Rich_2013,PBO,SECU,0.009745802,0.487132261,0.026904584,0.0644725,0.017988398,0.096429141,0.908064548,0.105437403,0
0.024358974,0.041648599,33,TRANSFIGURE_2016,PBO,SECU,0.003468578,0.171067128,0.026904584,0.0644725,0.017988398,0.096429141,0.913710336,0.105437403,0
0.014811276,0.041648599,33,VIP-S trial_2020,PBO,SECU,0.000935799,0.234424083,0.026904584,0.0644725,0.017988398,0.096429141,0.478253911,0.105437403,0
0.015333701,0.015333701,34,Papp_2021,PBO,SONELO,0.000969902,0.24241873,0.000969902,0.24241873,,,0.504063197,,
0.063975155,0.05797744,35,Papp_2015,PBO,TILDRA,0.0091498,0.447312559,0.02776566,0.121062622,0.011516453,0.291876628,1.015694065,0,0
0.073715651,0.05797744,35,ReSURFACE-1_2017,PBO,TILDRA,0.027854768,0.195083196,0.02776566,0.121062622,0.011516453,0.291876628,4.055852805,0,0
0.034023669,0.05797744,35,ReSURFACE-2_2017,PBO,TILDRA,0.008553627,0.135335572,0.02776566,0.121062622,0.011516453,0.291876628,2.015101404,0,0
0.068856297,0.054199524,36,AMAGINE-2_2015,PBO,USK,0.036988578,0.128179828,0.036603402,0.080254518,0.02342696,0.125393492,4.947362347,0.101605289,0.106631217
0.033343986,0.054199524,36,AMAGINE-3_2015,PBO,USK,0.013868304,0.080169962,0.036603402,0.080254518,0.02342696,0.125393492,3.31183723,0.101605289,0.106631217
0.096980515,0.054199524,36,BE VIVID_2021,PBO,USK,0.036819843,0.255438898,0.036603402,0.080254518,0.02342696,0.125393492,2.892114258,0.101605289,0.106631217
0.08203125,0.054199524,36,Igarashi_2012,PBO,USK,0.011765898,0.571917749,0.036603402,0.080254518,0.02342696,0.125393492,0.923146133,0.101605289,0.106631217
0.042105263,0.054199524,36,Krueger_2007,PBO,USK,0.005983786,0.296276193,0.036603402,0.080254518,0.02342696,0.125393492,0.915247735,0.101605289,0.106631217
0.033888889,0.054199524,36,PEARL_2011,PBO,USK,0.004772429,0.240644062,0.036603402,0.080254518,0.02342696,0.125393492,0.907541066,0.101605289,0.106631217
0.050098039,0.054199524,36,PHOENIX1_2008,PBO,USK,0.020892423,0.120130325,0.036603402,0.080254518,0.02342696,0.125393492,3.325277597,0.101605289,0.106631217
0.015706806,0.054199524,36,PHOENIX2_2008,PBO,USK,0.005074745,0.04861402,0.036603402,0.080254518,0.02342696,0.125393492,2.304689724,0.101605289,0.106631217
0.116713352,0.054199524,36,UltIMMa-1_2018  ,PBO,USK,0.048156899,0.282867184,0.036603402,0.080254518,0.02342696,0.125393492,3.272134699,0.101605289,0.106631217
0.042987408,0.054199524,36,UltIMMa-2_2018  ,PBO,USK,0.010736591,0.172113959,0.036603402,0.080254518,0.02342696,0.125393492,1.659539518,0.101605289,0.106631217
0.055079559,0.054199524,36,VIP-U trial_2020,PBO,USK,0.003411236,0.889342813,0.036603402,0.080254518,0.02342696,0.125393492,0.472609363,0.101605289,0.106631217
1.123945749,1.123945749,37,IMMerge_2021,RISAN,SECU,0.973473644,1.29767668,0.973473644,1.29767668,,,185.9521722,,
1.547619048,1.653633473,38,Papp_2017b,RISAN,USK,1.033770189,2.316883134,1.42404613,1.920235311,1.191057655,2.295861709,23.59380626,0,0
1.793546366,1.653633473,38,UltIMMa-1_2018  ,RISAN,USK,1.412069378,2.278081103,1.42404613,1.920235311,1.191057655,2.295861709,67.1733221,0,0
1.57620495,1.653633473,38,UltIMMa-2_2018  ,RISAN,USK,1.268044161,1.959255144,1.42404613,1.920235311,1.191057655,2.295861709,81.17094184,0,0
1.038249197,1.038249197,39,Papp_2021,SECU,SONELO,0.828767686,1.300679809,0.828767686,1.300679809,,,75.64432063,,
1.413146853,1.3979262,40,CLARITY_2018,SECU,USK,1.292032095,1.545614878,1.304680571,1.497836101,0.893567331,2.186961845,478.4683281,0,0
1.375993604,1.3979262,40,CLEAR_2015,SECU,USK,1.234786158,1.533349225,1.304680571,1.497836101,0.893567331,2.186961845,327.6524538,0,0
